CMO_NUMSTATES	CMO_SIZE	LEVEL	LOCALE15	PVI2017	PVI2014	RLAPROF_1516	MTHPROF_1516	ess_strength	prog_strength	SD_lv_PVI_2014	SD_lv_PVI_2017	POP_DENSE_SD	PCT_AGE65_SD	PCT_WHITE_SD	PCT_HSONLY_SD	PCT_BA_SD	PCT_UNEMPLOYED_SD	MEDIAN_INCOME	PER_CAPITA_INCOME	Gini Index	PCT_POVERTY_SD	PCT_CHILDPOV_SD	PCT_FROMABROAD_SD	PCT_FOREIGN_SD	PCT_NONCITIZEN_SD	PCT_NOINSURANCE_SD	close_rate15	close_rate16	MEMBER	TITLEI	FTE	YEAR_CLOSED	PCTETH	AGE	PCTFRL	PLACE	PROG_COUNT	RIT_COUNT	ESS_COUNT	ESS_STR	PROG_STR	RIT_STR	NUMWORDS	PROG_NORM	ESS_NORM	RIT_NORM	PCT_CHILDPOV_SAIPE16	high_ess	high_prog	high_both	low_both
1.0	206.0	1	City (large)	7.0	6.0	39.0	20.0	0.057142857142857134	0.2	6.0	7.0																0.0	0.0	60.0	Yes	-1.0		0.7708333333333334	11.0	1.25	City	5	5	0	-6.0	-1.9464522650130731	-1.9464522650130731	447	0.8379458804449342	0.0	0.8294050467536639		0	1	0	0
		1	Town (fringe)	16.0	18.0	34.0	39.0	0.09686179843089923	0.18014484007242004	18.0	16.0																0.0	0.0	412.0	Yes	-1.0		0.14887640449438203	3.0	0.6853932584269663	Town	4	8	0	-6.0	-1.8750612633917	-1.5754765086018998	303	0.8527037665290512	0.0	0.9053111874251953		0	1	0	0
1.0																											0.5	0.0						-1.0			1	1	0	-6.0	-1.9822712330395684	-1.9867717342662448	97	0.8305414143668538	0.0	0.8211551941634568		0	1	0	0
1.0		1	City (large)							-15.0	-17.333333333333332																0.0	0.0					0.9884615384615385	0.0		City	10	26	16	-2.0136270906068687	-2.217220655644519	-1.8017202511989363	1651	0.7819728730159108	0.8757918649413635	0.8590189727593122		0	0	1	0
		1	City (large)	-10.0	-6.0	76.0	65.0	0.1810008990110878	0.13515133353311354	-6.0	-10.0																0.0	0.0	398.0	Yes	34.33		0.8050632911392405	17.0	0.6506329113924051	City	371	884	432	-2.028433800746881	-2.0918138507962776	-1.7151806099909834	46130	0.8078968592059204	0.872538883702049	0.87672603330349		0	0	1	0
		4	City (large)	-38.0	-36.0	23.0	20.0	0.08823529411764706	0.2058823529411765	-27.174789915966386	-29.12605042016807	11938.74	11.24	48.68	22.95	21.79	10.94	50434.0	30846.0	0.5268	17.63	32.08	0.82	20.86	11.89	14.7	0.013445378151260505	0.00847457627118644	1913.0	Yes	109.45		0.9930666666666667	16.0	0.8592	City	4	17	4	-2.165095874754218	-2.164352855784437	-1.5344740632716145	585	0.7929016588591311	0.842514715019882	0.9137007852070725	0.26563276132495833	0	0	1	0
44.0	8789.0	3	City (large)	-21.0	-18.0	44.0	19.0	0.14754098360655735	0.08196721311475409	-13.845771144278608	-16.238805970149254	4335.309	10.86	76.95	17.63	27.98	5.39	56258.0	36616.0	0.5008	12.21	24.96	0.69	15.86	10.51	13.0	0.01492537313432836	0.009708737864077669	361.0	Yes	28.73		0.9947368421052631	6.0	0.8421052631578947	City	38	113	100	-1.7570922201189327	-2.17586262283987	-1.7037857805771293	5727	0.7905223697722562	0.9321516581051504	0.8790575536507589	0.2021979161266912	0	0	1	0
		3	City (large)	-7.0	-9.0	44.0	24.0	0.073	0.181	-9.0	-7.0																0.0	0.0	299.0	Yes	20.0		0.9691629955947136	5.0	1.3171806167400881	City	91	94	83	-2.1886066272797677	-2.148507737423593	-2.134455177591623	12818	0.7961771480166986	0.8373494868115504	0.7909373698712207		0	0	1	0
1.0	512.0	1	City (large)	-4.0	1.0	33.0	53.0			1.0	-4.0																0.0	0.0	477.0	Yes	-1.0		0.9787234042553191	1.0	0.9168278529980658	City	6	14	6	-2.2187979981117376	-2.217922404101632	-1.8503836364759407	993	0.7818278081820441	0.8307165506645675	0.8490618537170233		0	0	1	0
		1	City (large)	7.0	8.0	39.0	39.0	0.17012858555885266	0.02769535113748764	8.0	7.0																0.0	0.0	199.0	Yes	-1.0		0.7671232876712328	13.0	0.8949771689497716	City	37	130	71	-1.8233272535838385	-2.1032488301454997	-1.5544425643831634	4727	0.8055330301689633	0.9176000582420273	0.9096149876093103		0	0	1	0
		1	City (small)	9.0	7.0	77.0	59.0	0.03125	0.09375	6.867924528301888	8.830188679245284	264.9431	20.5	80.92	31.81	15.16	8.0	44746.0	24986.0	0.4446	12.57	30.07	0.4	6.29	3.86	16.9	0.0	0.0	319.0	Yes	22.0		0.175	5.0	0.03125	City	1	11	1	-2.271841606536499	-2.269512944217916	-1.2234251378513115	187	0.7711630563679129	0.8190630596838119	0.977345169188093	0.2618299382785829	0	0	1	0
		1	City (small)	-16.0	-11.0	50.0	20.0			-18.227272727272727	-21.818181818181817	56.816919999999996	14.88	83.82	23.71	16.68	9.41	91286.0	37606.0	0.4068	4.13	10.51	0.24	9.94	3.44	9.62	0.2272727272727273	0.10526315789473684					0.8	0.0		City	431	847	353	-2.3429368637296046	-2.253050011627288	-1.9626773203845225	77753	0.7745662595484976	0.8034436860574958	0.82608520357215	0.08764736032803691	0	0	1	0
1.0	1990.0																										0.021604938271604937	0.012578616352201259									7	22	4	-2.1945143418824675	-1.9500865496681672	-1.4520653658369633	626	0.8371946042655974	0.836051583051155	0.9305626045360402	0.18916780330850208	0	0	1	0
9.0	29812.0	1	City (large)	7.0	6.0	39.0	49.0	0.11304347826086955	0.2765217391304348	6.0	7.0																0.0	0.0	411.0	Yes	-1.0		0.6396396396396397	7.0	1.2162162162162162	City	75	121	36	-2.0872488677956578	-1.7621281587570619	-1.5553043516680556	4401	0.8760492002037721	0.8596174239118907	0.9094386554750791		0	0	1	0
		1	Suburb (midsize)	13.0	15.0	61.0	57.0	0.0925925925925926	0.4444444444444444	14.75	14.25																0.0	0.0	692.0	No	-1.0		0.3585185185185185	4.0	-0.0014814814814814814	Suburb	6	30	4	-2.2889196056617265	-2.1117104708745447	-1.41161970596323	778	0.8037838471188885	0.8153110843811233	0.9388382772582377		0	0	1	0
1.0		1	Town (remote)	-22.0	-20.0	54.0	24.0			-20.0	-22.0	39.95248	17.83	87.72	26.56	14.44	14.24	36671.0	20374.0	0.4117	16.97	21.71	0.4	5.59	4.08	11.86	0.0	0.0	137.0	Yes	7.85		0.3357142857142857	3.0	0.6857142857142857	Town	2	4	1	-2.2648178230095364	-1.9614210940664483	-1.662757831681574	184	0.8348515370547976	0.8206061597935704	0.8874523697715154	0.20190930787589498	0	0	1	0
		1	Town (remote)	-8.0	-8.0	19.0	10.0	0.03264604810996564	0.3024054982817869	-8.0	-8.0																0.0	0.0	60.0	Yes	4.11		0.9298245614035088	1.0	0.14035087719298245	Town	2	2	1	-2.2648178230095364	-1.9590413923210934	-1.9614210940664483	184	0.8353434669405607	0.8206061597935704	0.826342242718151		0	0	1	0
		2	City (large)	-28.0	-25.0	50.0	50.0	0.10884353741496597	0.20408163265306128	-19.33333333333333	-21.7																0.037037037037037035	0.0	408.0	Yes	20.6		0.9972677595628415	3.0	1.0546448087431695	City	3	12	4	-1.9945371042984978	-2.1172712956557644	-1.515211304327802	395	0.8026343182316176	0.8799858666292935	0.917642179394811		0	0	1	0
44.0	8789.0	4	City (large)			64.0	39.0			-13.845771144278608	-16.238805970149254	4335.309	10.86	76.95	17.63	27.98	5.39	56258.0	36616.0	0.5008	12.21	24.96	0.69	15.86	10.51	13.0	0.01492537313432836	0.009708737864077669					0.9485294117647058	0.0		City	3	6	7	-1.7983546364719307	-2.1653432655224587	-1.8653014261025438	441	0.7926969222150392	0.9230864528694264	0.8460094929674702	0.2021979161266912	0	0	1	0
1.0		3	City (large)	-17.0	-12.0	49.0	59.0	0.1724137931034483	0.03448275862068965	-12.0	-17.0																0.0	0.0	235.0	Yes	10.95		0.9666666666666667	15.0	0.580952380952381	City	69	184	78	-2.1404838692338317	-2.1921551906262815	-1.7667925917139449	10791	0.787154384256591	0.8479218845708931	0.8661655956541426		0	0	1	0
1.0	960.0	1	City (large)	-29.0	-25.0	44.0	59.0	0.08823529411764706	0.04411764705882353	-25.606237816764132	-29.37719298245614	6698.865	11.42	51.93	20.0	20.2	9.45	51145.0	28459.0	0.525	17.4	31.42	0.75	37.79	20.96	18.57	0.009794319294809013	0.00684931506849315	315.0	Yes	15.0		0.9914285714285714	4.0	0.7857142857142857	City	1	0	1	-2.146128035678238	-2.143014800254095	-6.0	140	0.7973126432356141	0.8466818813978988	0.0	0.2723136660721574	0	0	1	0
1.0		3	Suburb (large)	15.0	17.0	39.0	29.0	0.17222222222222222	0.2	17.0	15.0																0.0	0.0	339.0	Yes	-1.0		0.42788461538461536	5.0	0.33413461538461536	Suburb	3	16	2	-2.278753600952829	-2.1026623418971475	-1.3733718171813005	380	0.8056542685122038	0.8175445192416777	0.9466642593503191		0	0	1	0
		1	City (large)	-16.0	-11.0	51.0	41.0			-25.606237816764132	-29.37719298245614	6698.865	11.42	51.93	20.0	20.2	9.45	51145.0	28459.0	0.525	17.4	31.42	0.75	37.79	20.96	18.57	0.009794319294809013	0.00684931506849315	709.0	NaN	40.0		0.38896366083445494	14.0	0.126514131897712	City	100	275	82	-2.2585263212410966	-2.1701149694966517	-1.7300183966621554	14876	0.7917105196982102	0.8219883802210876	0.8736900421292639	0.2723136660721574	0	0	1	0
		1	City (large)	-32.0	-34.0	19.0	69.0	0.0	0.0	-34.0	-32.0																0.0	0.0	265.0	Yes	13.5		0.9966329966329966	5.0	0.8619528619528619	City	6	21	8	-2.0592793486780776	-2.1832698436828046	-1.6396761789339311	917	0.7889911554887015	0.8657622271870132	0.8921751559647246		0	0	1	0
		1	City (large)	13.0	15.0	56.0	61.0			15.0	13.0																0.0	0.0	582.0	No	-1.0		0.2117039586919105	17.0	0.03270223752151463	City	168	146	142	-2.2308445356080187	-2.157392001229042	-2.2182944473702735	24164	0.794340600689944	0.828069969479176	0.7737828380840728		0	0	1	0
		1	Suburb (large)	-34.0	-34.0	79.0	79.0	0.1078838174273859	0.25933609958506226	-11.809782608695652	-13.782608695652176	1540.588	15.37	61.89	27.3	19.92	8.71	52954.0	28987.0	0.4807	11.14	19.52	1.49	32.72	13.85	17.99	0.02459016393442624	0.024930747922437674	140.0	No	10.0		0.9416666666666667	3.0	0.26666666666666666	Suburb	38	77	25	-2.2249989605394527	-2.042844829512515	-1.7340617195569534	4197	0.8180196929152616	0.8293542214062577	0.872862729208867	0.165307241393315	0	0	1	0
		3	City (small)	7.0	8.0	50.0	50.0	0.13305785123966946	0.12396694214876032	8.0	7.0																0.0	0.0	55.0	Yes	-1.0		0.5952380952380952	10.0	1.1904761904761905	City	2	7	2	-2.0916669575956846	-2.089905111439398	-1.5475989132454089	247	0.808291432154238	0.8586467853907612	0.911015281663549		0	0	1	0
		3	City (large)	-9.0	-7.0	19.0	10.0	0.13432835820895522	0.16417910447761194	3.1944444444444446	1.1388888888888888	5106.156	11.12	53.53	23.04	11.09	13.61	34984.0	17049.0	0.4849	30.43	50.73	0.48	20.93	13.05	15.68	0.009259259259259259	0.009259259259259259	211.0	Yes	10.0		0.9014084507042254	17.0	0.9483568075117371	City	4	5	3	-2.081587315813503	-1.9566485792052033	-1.8621313793130372	365	0.8358381071974965	0.8608612466253228	0.8466581230015927	0.43067367533658973	0	0	1	0
		1	Town (remote)	18.0	6.0					6.0	18.0	22.81247	21.73	87.65	43.22	4.77	5.31	34634.0	18490.0	0.4583	15.94	27.19	0.01	2.79	1.17	17.68	0.0	0.0	81.0	Yes	5.0		0.3116883116883117	4.0	0.5584415584415584	Town	0	0	0	-6.0	-6.0	-6.0	15	0.0	0.0	0.0	0.3176470588235294	0	0	0	1
		1	Town (fringe)					0.2994011976047904	0.10179640718562874	0.0	0.0	175.5875	8.95	64.26	23.95	21.69	6.05	80862.0	37864.0	0.4201	5.63	12.34	0.78	10.29	4.15	14.54	0.0	0.0	177.0	No	9.34		0.21022727272727273	10.0	0.0	Town	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.08858896174654457	0	0	0	1
		3	City (large)	-32.0	-30.0					-30.0	-32.0																0.0	0.0	105.0	Yes	-1.0		1.0	5.0	0.0	City	0	0	0	-6.0	-6.0	-6.0	15	0.0	0.0	0.0		0	0	0	1
		1	City (large)	-7.0	-7.0	24.0	29.0			-4.883435582822086	-4.711656441717792	580.1303	14.28	72.37	23.5	18.11	7.3	49093.0	27528.0	0.4731	14.43	26.72	0.55	10.49	6.53	12.52	0.0	0.011049723756906077	206.0	Yes	14.68		0.5125628140703518	10.0	0.5376884422110553	City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.2129816183975787	0	0	0	1
		1	City (large)	-37.0	-35.0					-35.0	-37.0																0.0	0.0	494.0	Yes	35.0		0.9962264150943396	15.0	0.4075471698113208	City	0	0	0	-6.0	-6.0	-6.0	154	0.0	0.0	0.0		0	0	0	1
		1	Suburb (large)	-31.0	-29.0	46.0	35.0			-11.809782608695652	-13.782608695652176	1540.588	15.37	61.89	27.3	19.92	8.71	52954.0	28987.0	0.4807	11.14	19.52	1.49	32.72	13.85	17.99	0.02459016393442624	0.024930747922437674	1171.0	Yes	66.0		0.9956989247311828	17.0	0.8838709677419355	Suburb	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.165307241393315	0	0	0	1
		1	City (large)	-27.0	-24.0	89.0	94.0	0.03661327231121282	0.057208237986270026	-14.076655052264805	-19.49128919860627	4782.319	10.49	59.7	21.88	19.53	7.14	47717.0	32608.0	0.5553	19.13	35.59	1.45	27.77	19.96	24.01	0.0	0.003424657534246575	485.0	Yes	24.8		0.9564356435643564	17.0	0.6079207920792079	City	0	5	0	-6.0	-6.0	-2.469527479187014	1475	0.0	0.0	0.7223775116581586	0.309798311539159	0	0	0	1
		3	City (small)	13.0	13.0	69.0	49.0	0.10344827586206896	0.13793103448275862	13.0	13.0	1343.588	14.59	88.57	25.02	24.9	4.16	63715.0	33530.0	0.4296	6.76	13.12	0.52	6.92	4.11	5.45	0.0	0.0	169.0	No	-1.0		0.28859060402684567	11.0	0.3221476510067114	City	0	0	0	-6.0	-6.0	-6.0	69	0.0	0.0	0.0	0.08914213801300426	0	0	0	1
		1	Suburb (large)	-35.0	-32.0	29.0	19.0	0.125	0.041666666666666664	-32.0	-35.0																0.0	0.0	356.0	Yes	12.0		0.9936507936507937	6.0	1.034920634920635	Suburb	0	0	0	-6.0	-6.0	-6.0	202	0.0	0.0	0.0		0	0	0	1
1.0		1	City (large)			46.0	35.0			0.0	0.0																0.0	0.0					0.998109640831758	-1.0		City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0		0	0	0	1
		2	City (large)			23.0	13.0			0.0	0.0																0.0	0.0	376.0	Yes	36.25		1.0	15.0	0.6896551724137931	City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0		0	0	0	1
																											0.021604938271604937	0.012578616352201259									0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.18916780330850208	0	0	0	1
1.0	1920.0	1	City (midsize)	-10.0	-8.0	76.0	83.0			-11.0	-16.75																0.0	0.0	364.0	Yes	23.0		0.9941348973607038	13.0	1.0498533724340176	City	0	6	0	-6.0	-6.0	-1.9428344937700954	529	0.0	0.0	0.8301452866430398		0	0	0	1
1.0	14951.0	1	City (midsize)	-6.0	-3.0	42.0	42.0			-11.809782608695652	-13.782608695652176	1540.588	15.37	61.89	27.3	19.92	8.71	52954.0	28987.0	0.4807	11.14	19.52	1.49	32.72	13.85	17.99	0.02459016393442624	0.024930747922437674	489.0	Yes	28.0		0.6459143968871596	5.0	0.6750972762645915	City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.165307241393315	0	0	0	1
		1	City (large)	-25.0	-23.0	65.0	52.0			-20.125	-21.875	2260.154	12.15	34.03	22.94	20.71	9.78	37488.0	28444.0	0.5702	20.56	39.75	0.69	5.89	3.33	14.18	0.0	0.0	428.0	Yes	27.12		0.8938428874734607	3.0	0.5668789808917197	City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.3550675675675676	0	0	0	1
8.0	26782.0	1	City (large)	-30.0	-29.0	69.0	69.0			-31.5	-31.0																0.0	0.0	534.0	Yes	35.0		0.9959349593495935	13.0	0.9817073170731707	City	0	0	0	-6.0	-6.0	-6.0	14	0.0	0.0	0.0		0	0	0	1
																											0.02459016393442624	0.024930747922437674						-1.0			0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.165307241393315	0	0	0	1
		4	City (large)	-26.0	-24.0	28.0	20.0	0.09135424636572304	0.07498087222647283	-21.951612903225808	-24.112903225806452	7671.9980000000005	12.29	30.26	29.58	15.68	11.41	44262.0	27129.0	0.5156	18.27	33.34	0.67	7.81	4.81	9.03	0.032085561497326213	0.027624309392265192	492.0	Yes	34.0		0.9833024118738405	6.0	0.6957328385899815	City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.3086204765810199	0	0	0	1
		1	Suburb (small)	-20.0	-16.0	73.0	56.0	0.32	0.2	-16.85	-21.2	355.3755	11.94	76.43	16.28	26.51	4.46	106164.0	46248.0	0.4091	3.2	4.41	0.52	17.43	8.5	6.03	0.05263157894736842	0.0	1113.0	NaN	48.35		0.4499549143372408	1.0	0.030658250676284943	Suburb	0	0	0	-6.0	-6.0	-6.0	248	0.0	0.0	0.0	0.06022838899803536	0	0	0	1
1.0	2066.0	1	City (large)			72.0	62.0			0.0	0.0																0.0	0.0					0.9954648526077098	-1.0		City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0		0	0	0	1
		1	City (large)	-11.0	6.0	59.0	49.0			3.746212121212121	-8.280303030303031	1390.32	10.74	64.29	25.74	21.32	8.07	49391.0	26210.0	0.4813	13.21	24.81	1.48	20.16	10.15	17.92	0.022900763358778626	0.022900763358778626	178.0	Yes	10.0		0.8448275862068966	17.0	0.8505747126436781	City	0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.20857722643746573	0	0	0	1
1.0	14951.0																										0.028469750889679717	0.007168458781362006						-1.0			0	0	0	-6.0	-6.0	-6.0	1	0.0	0.0	0.0	0.17498331799075548	0	0	0	1
1.0	1763.0	3	Suburb (large)	-30.0	-29.0	34.0	69.0	0.15625	0.0625	-29.0	-30.0																0.0	0.0	710.0	Yes	32.5		1.0	8.0	0.9122085048010974	Suburb	0	4	0	-6.0	-6.0	-2.2405492482825995	696	0.0	0.0	0.7692292358082529		0	0	0	1
		4	Rural (fringe)	10.0	12.0	29.0	24.0	0.3333333333333333	0.16666666666666666	12.0	10.0																0.0	0.0	485.0	Yes	20.66		0.933184855233853	1.0	1.0734966592427617	Rural	0	0	0	-6.0	-6.0	-6.0	48	0.0	0.0	0.0		0	0	0	1
		2	City (large)	1.0	3.0	34.0	29.0	0.07984293193717278	0.08115183246073299	3.0	1.0																0.0	0.0	76.0	Yes	-1.0		0.948051948051948	6.0	0.0	City	0	0	0	-6.0	-6.0	-6.0	58	0.0	0.0	0.0		0	0	0	1
